pmid,title,year,journal,study_type,pmc_id
39711016,"Perineuronal Nets in Syrian Hamsters: Anatomical Localization, Sex Differences, Diurnal Variation, and Response to Social Stress.",2024,Brain and behavior,animal,PMC11664038
39275328,"Hunger, Satiety, and Their Vulnerabilities.",2024,Nutrients,review,PMC11397003
39276097,Prophylactic Effects of Betaine on Depression and Anxiety Behaviors in Mice with Dextran Sulfate Sodium-Induced Colitis.,2024,Journal of agricultural and food chemistry,animal,
39276844,Long-term effects of a single high-dose intraperitoneal injection of lipopolysaccharide on depression-like behavior in adolescent mice.,2024,Neuroscience letters,animal,
39278841,Ginsenosides modulate hypothalamic-pituitary-adrenal function by inhibiting FKBP51 on glucocorticoid receptor to ameliorate depression in mice exposed to chronic unpredictable mild stress.,2024,Phytotherapy research : PTR,animal,
39279505,The interplay of serotonin 5-HT1A and 5-HT7 receptors in chronic stress.,2024,Journal of cell science,animal,PMC11491811
39282770,Neural processing of audiovisual and painful analogue trauma and its relationship with subsequent audiovisual and pain intrusions.,2024,European journal of psychotraumatology,human,PMC11407396
39288524,Manganese exposure leads to depressive-like behavior through disruption of the Gln-Glu-GABA metabolic cycle.,2024,Journal of hazardous materials,animal,
39292961,Disrupted functional connectivity of bilateral nucleus accumbens in major depressive disorder with and without melancholic features.,2024,Neuroreport,human,
39396081,The different impacts of pain-related negative emotion and trait negative emotion on brain function in patients with inflammatory bowel disease.,2024,Scientific reports,human,PMC11470934
39295096,Transcriptome analysis of rats with chronic unpredictable mild stress treated with electroacupuncture.,2024,Brain and behavior,animal,PMC11410874
39299954,Longitudinal neuroanatomical increases from early to one-year postpartum.,2024,Brain structure & function,human,PMC13166120
39300117,Disrupted basolateral amygdala circuits supports negative valence bias in depressive states.,2024,Translational psychiatry,animal,PMC11412998
39307413,Antidepressant-like effects of the leaf extract of Mallotus oppositifolius (Geiseler) Müll. Arg. (Euphorbiaceae) in the chronic unpredictable mild stress model: A role of the gut-brain axis.,2024,Neuroscience,animal,
39310640,Hypothalamic-Pituitary-Adrenal (HPA) Axis: Unveiling the Potential Mechanisms Involved in Stress-Induced Alzheimer's Disease and Depression.,2024,Cureus,review,
39310986,Rice bran supplement ameliorates chronic restraint stress-induced depression-like behaviors in mice.,2024,Food & function,animal,
39315647,Transdiagnostic depression severity and its relationship to global and prefrontal-amygdala structural properties in people with major depression and post-traumatic stress disorder.,2024,"Cerebral cortex (New York, N.Y. : 1991)",human,PMC11420672
39316444,Stimulation of an entorhinal-hippocampal extinction circuit facilitates fear extinction in a post-traumatic stress disorder model.,2024,The Journal of clinical investigation,animal,PMC11563685
39316998,A 4-week morning light treatment reduces amygdala reactivity and clinical symptoms in adults with traumatic stress.,2024,Psychiatry research,human,PMC11617273
39297528,Ketamine Prevents Inflammation-Induced Reduction of Human Hippocampal Neurogenesis via Inhibiting the Production of Neurotoxic Metabolites of the Kynurenine Pathway.,2024,The international journal of neuropsychopharmacology,in_vitro,PMC11450635
38711213,White matter integrity of right frontostriatal circuit predicts internet addiction severity among internet gamers.,2024,Addiction biology,human,PMC11074389
39660880,IL-17A Mediates Depressive-Like Symptoms by Inducing Microglia Activation in Psoriasiform Dermatitis Mice.,2024,"Immunity, inflammation and disease",animal,PMC11632850
38705556,Potential correlations between asymmetric disruption of functional connectivity and metabolism in major depressive disorder.,2024,Brain research,human,
38103406,"Clotrimazole ameliorates chronic mild stress-induced depressive-like behavior in rats; crosstalk between the HPA, NLRP3 inflammasome, and Wnt/β-catenin pathways.",2024,International immunopharmacology,animal,
38109473,Sestrin2 attenuates depressive-like behaviors and neuroinflammation in CUMS mice through inhibiting ferroptosis.,2024,Neuroreport,animal,
38110147,Resveratrol attenuates early life stress induced depression in rats: Behavioural and neurochemical evidence.,2024,Neuroscience letters,animal,
38110645,Areca Thirteen Pill Improves Depression in Rat by Modulation of the Chemokine/Chemokine Receptor Axis.,2024,Molecular neurobiology,animal,
38123022,Electroacupuncture ameliorates chronic unpredictable mild stress-induced depression-like behavior and cognitive impairment through suppressing oxidative stress and neuroinflammation in rats.,2024,Brain research bulletin,animal,
38134721,"Heart rate variability, interoceptive accuracy and functional connectivity in middle-aged and older patients with depression.",2024,Journal of psychiatric research,human,
38134743,"Orbitofrontal and striatal metabolism, volume, thickness and structural connectivity in relation to social anhedonia in depression: A multimodal study.",2024,NeuroImage. Clinical,human,PMC10777107
38135263,Novel hippocampal genes involved in enhanced susceptibility to chronic pain-induced behavioral emotionality.,2024,European journal of pharmacology,animal,
38135803,Early life stress predicts trajectories of emotional problems and hippocampal volume in adolescence.,2024,European child & adolescent psychiatry,human,PMC12266045
38141109,Aberrant Hippocampal Development in Early-onset Mental Disorders and Promising Interventions: Evidence from a Translational Study.,2024,Neuroscience bulletin,animal,PMC11178726
38142848,Obligatory role of microglia-mobilized hippocampal CREB-BDNF signaling in the prophylactic effect of β-glucan on chronic stress-induced depression-like behaviors in mice.,2024,European journal of pharmacology,animal,
38142967,Contributions of Polygenic Risk and Disease Status to Gray Matter Abnormalities in Major Depression.,2024,Biological psychiatry. Cognitive neuroscience and neuroimaging,human,
38147272,Connectome architecture modulates the gray matter atrophy in major depression disorder patients with diverse suicidal ideations.,2024,Brain imaging and behavior,human,
38157119,CCL2 Potentiates Inflammation Pain and Related Anxiety-Like Behavior Through NMDA Signaling in Anterior Cingulate Cortex.,2024,Molecular neurobiology,animal,
38159655,High-frequency repetitive transcranial magnetic stimulation improves depressive-like behaviors in CUMS-induced rats by modulating astrocyte GLT-1 to reduce glutamate toxicity.,2024,Journal of affective disorders,animal,
38159797,Sex specific effects of buprenorphine on adult hippocampal neurogenesis and behavioral outcomes during the acute phase after pediatric traumatic brain injury in mice.,2024,Neuropharmacology,animal,
38160887,The effect of inflammation markers on cortical thinning in major depressive disorder: A possible mediator of depression and cortical changes.,2024,Journal of affective disorders,human,
38102998,Restoring the Function of Thalamocortical Circuit Through Correcting Thalamic Kv3.2 Channelopathy Normalizes Fear Extinction Impairments in a PTSD Mouse Model.,2024,"Advanced science (Weinheim, Baden-Wurttemberg, Germany)",animal,PMC10916658
38101693,Fluoxetine mitigates depressive-like behaviors in mice via anti-inflammation and enhancing neuroplasticity.,2024,Brain research,animal,
38092185,Relations of Lifetime Perceived Stress and Basal Cortisol With Hippocampal Volume Among Healthy Adolescents and Those at Clinical High Risk for Psychosis: A Structural Equation Modeling Approach.,2024,Biological psychiatry,human,PMC11166888
38090844,Cross-Domain Identification of Multisite Major Depressive Disorder Using End-to-End Brain Dynamic Attention Network.,2024,IEEE transactions on neural systems and rehabilitation engineering : a publication of the IEEE Engineering in Medicine and Biology Society,human,
38017161,Examining the association between posttraumatic stress disorder and disruptions in cortical networks identified using data-driven methods.,2024,Neuropsychopharmacology : official publication of the American College of Neuropsychopharmacology,human,PMC10789873
38018338,Differential longitudinal changes of hippocampal subfields in patients with anorexia nervosa.,2024,Psychiatry and clinical neurosciences,human,PMC11488614
38036263,Dietary Co-supplements attenuate the chronic unpredictable mild stress-induced depression in mice.,2024,Behavioural brain research,animal,
38039780,Effects of Cortisol Administration on Resting-State Functional Connectivity in Women with Depression.,2024,Psychiatry research. Neuroimaging,human,PMC10843737
38042250,"Characterizing Typhoon-related Posttraumatic Stress Disorder Based on Multimodal Fusion of Structural, Diffusion, and Functional Magnetic Resonance Imaging.",2024,Neuroscience,human,
38043370,Non-linear processing and reinforcement learning to predict rTMS treatment response in depression.,2024,Psychiatry research. Neuroimaging,human,
38044479,Distinct functional patterns in child and adolescent bipolar and unipolar depression during emotional processing.,2024,"Cerebral cortex (New York, N.Y. : 1991)",meta_analysis,
38048914,Ketamine alleviates fear memory and spatial cognition deficits in a PTSD rat model via the BDNF signaling pathway of the hippocampus and amygdala.,2024,Behavioural brain research,animal,
38160888,Decreased intrinsic neural timescale in treatment-naïve adolescent depression.,2024,Journal of affective disorders,human,
38049598,Effects of psychotherapy on brain activation during negative emotional processing in patients with posttraumatic stress disorder: a systematic review and meta-analysis.,2024,Brain imaging and behavior,meta_analysis,
38057644,Levomilnacipran Improves Lipopolysaccharide-Induced Dysregulation of Synaptic Plasticity and Depression-Like Behaviors via Activating BDNF/TrkB Mediated PI3K/Akt/mTOR Signaling Pathway.,2024,Molecular neurobiology,animal,
